# source=gaiadr3.gaia_source via astroquery.Gaia(ROW_LIMIT=-1) query="SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE 1=CONTAINS(POINT('ICRS',ra,dec),CIRCLE('ICRS',133.85963729756944,-42.59317653588868,2.1)) AND phot_g_mean_mag < 14.0" fetched_utc=2026-06-17T05:06:53.303882+00:00
ra,dec,phot_g_mean_mag
135.81004143278045,-44.132226058725394,9.68417739868164
131.61283425467013,-43.558054704152,9.688180923461914
135.36131223733048,-42.77608601609405,9.76805305480957
131.95688936802182,-43.230652186499626,9.857269287109375
132.66693993647644,-41.550127030454654,9.8728609085083
132.51777639007503,-40.89019978922875,9.92595386505127
133.20483506556357,-43.1472901827548,9.974225997924805
134.96034754031515,-40.68361366303081,10.013858795166016
131.76200372195578,-42.29141150060035,10.020565032958984
134.41874258849904,-42.28404350087357,10.024218559265137
132.6739973945612,-43.18037201140282,10.042724609375
134.75651479636318,-41.88082145800612,10.102205276489258
132.93331072369935,-43.39545142992383,10.254433631896973
136.26109212464848,-41.889684572383885,10.277230262756348
134.99874121921715,-41.787925059885225,10.30530071258545
132.13238329180507,-42.65241355950804,10.316429138183594
132.50542639393998,-43.55171411198099,10.351454734802246
132.97455402500114,-43.834611373679046,10.449453353881836
132.69683783679417,-41.61947258574447,10.522564888000488
133.5972508569125,-43.635847582076536,10.533650398254395
136.51693242853582,-43.29308532394083,10.538139343261719
131.8825574367163,-42.510121763838086,10.545742988586426
134.6652761440141,-41.51126304444461,10.569012641906738
133.74855845956196,-44.288633782728326,10.605814933776855
